Date,Open Price,High Price,Low Price,Close Price,,EMA_26,EMA_12,,MACD_values,signal_line,Histogram value,,BUY,SELL
05-Feb-24,3973.6,4020,3960.45,3972.75,,4079.699385,4086.577937,,6.878552288,13.20315899,-6.324606699,,FALSE,TRUE
02-Feb-24,3860,3982.05,3860,3966.35,,4071.303134,4068.081332,,-3.22180271,9.918166647,-13.13996936,,FALSE,FALSE
01-Feb-24,3816.2,3904.7,3805,3851.45,,4055.017717,4034.753434,,-20.26428252,3.881676814,-24.14595933,,FALSE,FALSE
31-Jan-24,3804.15,3834.9,3797,3814.75,,4037.220108,4000.906752,,-36.31335607,-4.157329764,-32.15602631,,FALSE,FALSE
30-Jan-24,3801.5,3845.75,3786,3799.1,,4019.581582,3969.85956,,-49.72202218,-13.27026825,-36.45175393,,FALSE,FALSE
29-Jan-24,3807.85,3820.5,3782,3801.35,,4003.416279,3943.935012,,-59.48126745,-22.51246809,-36.96879936,,FALSE,FALSE
25-Jan-24,3836.8,3855,3780,3808.2,,3988.955814,3923.052702,,-65.90311184,-31.19059684,-34.712515,,FALSE,FALSE
24-Jan-24,3862.2,3881.4,3805,3848,,3978.514643,3911.506133,,-67.00851002,-38.35417947,-28.65433054,,FALSE,FALSE
23-Jan-24,3900,3933,3844.25,3861.9,,3969.876521,3903.87442,,-66.00210106,-43.88376379,-22.11833727,,FALSE,FALSE
20-Jan-24,3945.45,3953.95,3857,3860.6,,3961.781964,3897.216817,,-64.56514703,-48.02004044,-16.54510659,,FALSE,FALSE
19-Jan-24,3930,3963,3917.4,3942.25,,3960.335152,3904.144999,,-56.19015288,-49.65406293,-6.53608995,,FALSE,FALSE
18-Jan-24,3890.2,3908,3862,3903.5,,3956.125141,3904.045768,,-52.07937224,-50.13912479,-1.94024745,,FALSE,FALSE
17-Jan-24,3835.85,3910,3818.1,3884.15,,3950.793649,3900.984881,,-49.80876778,-50.07305339,0.264285604,,TRUE,FALSE
16-Jan-24,3902.25,3902.25,3855.25,3861,,3944.142267,3894.833361,,-49.30890654,-49.92022402,0.611317478,,FALSE,FALSE
15-Jan-24,3952.45,3965,3885,3902.4,,3941.050248,3895.997459,,-45.0527884,-48.94673689,3.893948497,,FALSE,FALSE
12-Jan-24,3843.95,3905.75,3820.6,3881.7,,3936.653933,3893.79785,,-42.85608286,-47.72860609,4.872523226,,FALSE,FALSE
11-Jan-24,3723,3772,3708,3736.2,,3921.805493,3869.552027,,-52.25346647,-48.63357816,-3.619888306,,FALSE,TRUE
10-Jan-24,3690.15,3730,3688,3713.7,,3906.390272,3845.574792,,-60.81547965,-51.06995846,-9.745521189,,FALSE,FALSE
09-Jan-24,3718.85,3752.1,3683.15,3690.15,,3890.372474,3821.663286,,-68.70918821,-54.59780441,-14.1113838,,FALSE,FALSE
08-Jan-24,3737.75,3738.15,3671.05,3677.7,,3874.618957,3799.515088,,-75.10386942,-58.69901741,-16.404852,,FALSE,FALSE
05-Jan-24,3671.2,3746.9,3671.2,3737.75,,3864.480516,3790.012767,,-74.46774934,-61.8527638,-12.61498554,,FALSE,FALSE
