Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
26-April-2023,377.00,377.05,373.55,374.50,375.279206571994715984,96896,3030,36363054.00,44997,46.44,3.50,-2.50
25-April-2023,378.70,378.70,374.30,375.60,375.791956665005706202,124426,4017,46758290.00,51613,41.48,4.40,-3.10
24-April-2023,376.00,378.45,370.60,377.90,374.630186392398075474,407581,8220,152692146.00,100900,24.76,7.85,1.90
21-April-2023,363.20,368.70,363.20,368.00,366.065354863128170888,235147,7401,86079170.00,154414,65.67,5.50,4.80
20-April-2023,360.50,363.65,359.40,362.85,362.114804377664678659,164654,6768,59623651.00,72563,44.07,4.25,2.35
19-April-2023,367.15,368.10,360.40,360.80,363.673102495908346972,117312,4409,42663219.00,53280,45.42,7.70,-6.35
18-April-2023,363.45,368.60,359.25,367.50,363.338998174299066899,316043,11545,114830747.00,159869,50.58,9.35,4.05
17-April-2023,361.10,362.50,351.85,361.60,357.903030901993198776,222607,7889,79671720.00,82155,36.91,10.65,0.50
13-April-2023,369.55,369.55,366.05,368.25,367.666592520831565052,341669,11683,125620277.00,210322,61.56,3.50,-1.30
12-April-2023,371.00,373.45,369.30,372.15,371.793929965868211381,195419,7668,72655598.00,109045,55.80,4.15,1.15
11-April-2023,373.25,374.80,368.65,370.30,371.474015457741379083,75949,2937,28213080.00,34496,45.42,6.15,-2.95
10-April-2023,367.75,374.35,367.50,373.25,370.725149813045679608,420691,11245,155960734.00,277364,65.93,6.85,5.50
6-April-2023,369.70,370.50,365.90,366.70,368.127055604261310804,75282,2967,27713341.00,34531,45.87,4.60,-3.00
5-April-2023,369.20,371.80,367.20,369.70,370.052160689529172801,186098,5841,68865967.00,113031,60.74,4.60,0.50
3-April-2023,367.10,368.35,365.30,367.80,366.974714238010839690,194655,8565,71433463.00,92980,47.77,3.05,0.70
